Company,Professional_Fees_Billed,Direct_Consultant_Salaries,Contribution_Margin,Corporate_Overheads,Net_Income,ROI_Metric
Kuber Udyog,0.45,0.03,0.42000000000000004,0.20000000000000004,0.1,4.87
Tejnaksh Health.,8.22,0.79,7.430000000000001,3.7900000000000005,1.81,11.49
Richfield Fin,1.83,0.63,1.2000000000000002,0.43000000000000016,0.65,9.85
IDFC First Bank,30325.11,5633.66,24691.45,12895.720000000001,2942.35,7.79
Beardsell,231.46,17.5,213.96,196.43,7.93,16.93
Interglobe Aviat,68904.34,5837.73,63066.61,46773.98,8167.49,26.62
GTV Engineering,120.62,1.47,119.15,113.71000000000001,5.41,15.35
Geetanjali Cred.,0.01,0.01,0.0,0.0,0.0,0.0
Garbi Finvest,4.3,0.39,3.9099999999999997,3.8699999999999997,-0.9,0.06
Smart Finsec,25.07,0.27,24.8,21.66,2.37,21.96
Rajkot Inv.Trust,0.35,0.13,0.21999999999999997,0.20999999999999996,0.06,0.52
Adcon Capital,1.68,0.14,1.54,0.49,0.9,3.33
Uday Jewellery,173.18,3.83,169.35,156.5,8.71,13.29
Navigant Corp.,7.44,1.9,5.540000000000001,3.940000000000001,1.18,18.97
Grovy India,19.55,0.29,19.26,18.16,1.0,6.11
Dr Lal Pathlabs,2226.64,424.57,1802.07,1192.61,362.3,25.17
Creative Casting,52.26,4.99,47.269999999999996,40.98,5.07,17.76
Abhishek Infra.,0.0,0.04,-0.04,0.22,-0.26,-4.86
Apoorva Leasing,3.68,0.66,3.02,0.43000000000000016,1.95,1.8
Narayana Hrudaya,5018.25,1004.3,4013.95,2861.59,789.62,26.18
F Mec Intl. Fin.,3.73,0.36,3.37,2.2300000000000004,0.78,11.6
Deep Diamond,2.56,0.26,2.3,2.5599999999999996,0.4,
Sunshine Capital,74.23,1.03,73.2,72.03,-47.21,0.25
Shivansh Finserv,0.46,0.13,0.33,0.67,0.05,2.3
Mishtann Foods,1287.89,2.75,1285.14,926.0800000000002,346.03,88.74
Credent Global,12.37,3.12,9.25,6.13,1.34,3.12
Kanoria Energy,347.78,27.9,319.88,294.11,7.86,11.54
BCL Enterprises,2.62,0.28,2.34,4.859999999999999,-2.56,-17.26
Team Lease Serv.,9321.53,8979.92,341.6100000000006,210.81000000000057,112.66,13.55
BFL Asset Finves,27.41,0.1,27.31,23.869999999999997,2.3,20.8
R G F Capital,0.31,0.02,0.29,0.27999999999999997,0.0,0.0
Kapil Raj Financ,0.0,0.04,-0.04,0.13,-0.02,-0.3
Lucent Industrie,0.0,0.02,-0.02,0.09999999999999999,-0.12,-0.64
K.P. Energy,472.95,15.41,457.53999999999996,371.66999999999996,58.32,40.99
Interactive Fin,3.07,0.57,2.5,1.32,0.61,14.98
Gokul Agro,13853.93,47.89,13806.04,13510.79,135.75,23.37
Simbhaoli Sugar,1173.35,63.25,1110.1,1082.3799999999999,-12.07,1.99
Relicab Cable,38.02,1.91,36.11000000000001,31.720000000000006,1.54,20.26
Vantage Knowledg,4.32,0.47,3.8500000000000005,2.3300000000000005,1.39,20.51
Modern Engineer.,93.22,5.24,87.98,78.11,3.65,98.77
Darjeeling Ropew,0.0,0.01,-0.01,0.03,-0.04,-0.56
Advik Capital,839.59,0.96,838.63,830.04,6.36,10.11
Pudumjee Paper,784.96,57.16,727.8000000000001,591.83,98.14,28.4
Health.Global,1912.12,308.24,1603.8799999999999,1274.29,41.32,8.83
Le Lavoir,1.99,0.06,1.93,0.74,1.04,25.29
Superior Finleas,0.94,0.81,0.1299999999999999,0.3199999999999999,0.06,0.16
Raghav Product.,118.75,4.33,114.42,78.5,25.25,23.23
Franklin Leasing,11.24,0.14,11.1,10.81,0.19,0.24
Lancer Containe.,633.41,18.16,615.25,527.15,58.37,16.58
SKIL Infrastr,0.0,1.11,-1.11,4.949999999999999,845.29,0.21
Thyrocare Tech.,524.02,102.92,421.09999999999997,287.21999999999997,71.14,18.62
RSD Finance,103.11,8.46,94.65,67.56,17.4,9.79
Crompton Gr. Con,7312.81,589.87,6722.9400000000005,6009.25,441.78,15.82
Pilani Invest.,286.31,3.4,282.91,6.78000000000003,166.46,2.01
Parag Milk Foods,3138.7,116.45,3022.25,2825.11,90.58,10.97
Madhav Infra,460.38,12.51,447.87,389.56,22.88,13.31
Shalimar Agencie,0.0,0.0,0.0,0.05,-0.05,-1.76
Nagarjuna Fert.,4765.39,97.5,4667.89,5458.740000000001,-1283.99,-106.02
Shanti Educat.,14.3,4.06,10.240000000000002,9.090000000000002,3.18,7.34
Likhami Consult.,0.63,0.22,0.41000000000000003,0.19000000000000003,0.16,0.61
Bazel Internatio,17.79,0.31,17.48,16.66,0.36,1.3
Jindal Leasefin,0.01,0.06,-0.049999999999999996,0.14,-0.16,-2.28
TAAL Enterprises,186.87,113.83,73.04,26.040000000000006,37.15,34.44
Mahanagar Gas,6244.53,118.13,6126.4,4283.7699999999995,1289.07,36.6
Zeal Aqua,397.8,9.95,387.85,366.67,8.27,11.01
Quess Corp,19100.13,16556.77,2543.3600000000006,1849.9200000000005,280.41,11.66
Hind.Urban Infra,528.26,37.36,490.9,481.37,-35.79,-1.71
Commerl. Synbags,285.56,48.59,236.97,213.82999999999998,7.25,8.11
Lloyds Engineeri,624.24,30.05,594.19,493.19000000000005,79.84,28.72
East West Holdin,197.99,11.63,186.36,175.87,5.67,19.77
Ladam Affordab.,0.82,0.19,0.6299999999999999,0.8799999999999999,-0.09,-0.18
Dilip Buildcon,12011.9,214.54,11797.359999999999,10376.269999999999,201.05,10.66
BIGBLOC Const.,243.22,20.78,222.44,166.29,30.69,24.04
Golden Crest,0.21,0.06,0.15,0.10999999999999999,0.07,0.85
RBL Bank,12394.3,1492.23,10902.07,6341.2699999999995,1167.92,6.8
Shiva Granito,5.44,0.26,5.180000000000001,4.790000000000001,0.83,13.75
Mitsu Chem Plast,311.25,20.94,290.31,264.63,8.86,13.85
Sprayking Ltd,101.66,2.48,99.17999999999999,83.82,8.92,
Visco Trade,211.21,0.61,210.6,165.23,33.13,52.74
Radhika Jeweltec,544.06,6.55,537.51,467.41999999999996,49.53,24.58
ICICI Pru Life,89683.04,1650.79,88032.25,88920.11,850.66,8.75
Ishaan Infrastru,0.0,0.18,-0.18,0.10999999999999999,-0.09,-1.28
A R C Finance,9.24,0.2,9.040000000000001,8.38,0.27,0.69
HPL Electric,1460.86,178.83,1282.03,1089.87,43.62,10.99
DRA Consultants,19.63,5.64,13.989999999999998,10.599999999999998,2.38,11.82
Shashijit Infra.,27.35,2.03,25.32,23.11,-0.61,5.68
Supra Pacific,25.85,9.81,16.04,3.4899999999999984,0.67,8.2
PNB Housing,7013.74,264.13,6749.61,474.7699999999995,1527.42,9.27
Regency Fincorp,15.73,1.6,14.13,1.3000000000000007,1.97,9.69
Varun Beverages,16466.92,1447.18,15019.739999999998,11220.339999999998,2211.22,28.82
Salem Erode Inv.,4.09,2.0,2.09,1.4499999999999997,-1.82,-0.44
LKP Securities,96.22,35.67,60.55,39.03,9.5,20.12
Sheela Foam,2982.31,349.27,2633.04,2328.95,183.93,7.97
TCI Express,1253.82,133.87,1119.9499999999998,932.7099999999998,131.69,26.62
Marg Techno-Proj,5.01,1.21,3.8,1.7199999999999998,0.14,7.34
Shangar Decor,12.99,0.28,12.71,10.270000000000001,0.75,6.94
TruCap Finance,161.06,42.59,118.47,40.239999999999995,11.71,11.64
JITF Infra Logis,3283.56,136.41,3147.15,2668.46,90.83,15.96
Tanvi Foods,81.3,2.84,78.46,75.30999999999999,0.41,3.99
RMC Switchgears,172.63,10.93,161.7,127.58999999999999,14.89,34.83
Leading Lea. Fin,4.97,0.1,4.87,0.25,2.09,4.81
Ontic Finserve,0.14,0.03,0.11000000000000001,2.88,-2.75,-86.61
Sarthak Metals,305.17,9.51,295.66,275.81,13.83,17.87
CL Educate,318.55,50.96,267.59000000000003,244.69000000000003,15.81,7.62
Escorp Asset Mgt,19.16,0.06,19.1,0.1700000000000017,17.25,46.24
Classic Leasing,0.39,0.1,0.29000000000000004,0.21000000000000002,0.18,12.58
S Chand & Compan,662.58,150.29,512.2900000000001,402.44000000000005,51.14,6.9
Kanungo Financi.,0.0,0.04,-0.04,0.10999999999999999,0.26,6.24
IRB InvIT Fund,1062.08,16.47,1045.61,183.37999999999988,373.09,9.37
H U D C O,7784.29,232.51,7551.78,-98.48000000000047,2116.69,9.24
PSP Projects,2462.5,125.05,2337.45,2075.81,123.9,19.1
India Grid Trust,2965.57,107.56,2858.01,317.7800000000002,296.48,8.3
Star Cement,2910.67,214.79,2695.88,2139.57,295.11,16.43
Tejas Networks,2470.92,602.76,1868.16,1602.23,62.98,3.68
Containerway Int,0.0,0.02,-0.02,0.14,-0.16,-3.69
AU Small Finance,10554.71,2103.68,8451.029999999999,2723.0599999999986,1534.72,8.63
Ganges Securitie,34.82,20.45,14.370000000000001,8.950000000000001,3.48,1.19
Palash Securi.,40.95,10.95,30.000000000000004,41.46000000000001,-15.76,-2.5
Avadh Sugar,2693.51,117.43,2576.0800000000004,2246.0200000000004,128.11,12.93
Magadh Sugar,1096.58,62.71,1033.87,820.8,116.41,14.53
Jigar Cables,42.64,0.81,41.83,39.85,1.04,8.45
Captain Techno.,62.67,5.15,57.52,51.120000000000005,3.7,20.17
Sintex Plastics,0.59,0.0,0.59,549.64,-555.33,-275.83
SIS,12261.43,10049.55,2211.880000000001,1693.030000000001,190.04,10.34
Cochin Shipyard,3645.28,371.53,3273.75,2399.02,813.1,21.42
KIOCL,1854.34,162.46,1691.8799999999999,1764.29,-83.31,-2.13
Aditya Birla Cap,34505.54,1537.88,32967.66,20933.180000000004,3438.89,9.95
Apex Frozen Food,804.1,54.51,749.59,708.35,14.6,5.0
Shish Industries,85.48,2.85,82.63000000000001,72.08000000000001,8.43,21.34
KCD Industries,19.3,0.41,18.89,17.59,2.39,
Dixon Technolog.,17690.9,332.67,17358.230000000003,16660.600000000002,374.92,28.73
Bharat Road,379.72,10.54,369.18,231.49,-113.22,3.92
Pro CLB,0.36,0.18,0.18,0.46,0.18,2.25
Matrimony.com,481.36,139.68,341.68,269.55,49.55,20.84
Reliance Home,0.62,2.66,-2.04,0.31999999999999984,-3.55,-17.23
Capacit'e Infra.,1931.64,124.39,1807.25,1475.9,120.33,16.05
Sagar Diamonds,1418.88,3.75,1415.13,1142.8200000000002,-64.29,27.9
ICICI Lombard,20487.37,1272.39,19214.98,16637.68,1918.59,22.52
SBI Life Insuran,131987.79,2398.29,129589.50000000001,129189.39000000001,1893.78,14.88
Prataap Snacks,1617.94,75.63,1542.31,1401.32,53.12,10.76
Share India Sec.,1482.81,330.21,1152.6,495.79999999999995,425.76,38.34
Poojawes. Metal.,61.29,1.49,59.8,55.66,1.75,13.0
Sayaji Industr,975.4,69.67,905.73,900.37,-11.67,-1.5
Vanta Bioscience,5.83,3.95,1.88,4.27,-10.44,-5.82
Shreeji Translog,250.5,8.97,241.53,222.71,16.28,27.79
Godrej Agrovet,9560.55,539.12,9021.429999999998,8319.979999999998,359.45,13.64
MAS FINANC SER,1279.16,100.45,1178.71,194.56000000000006,254.01,11.66
Indian Energy Ex,449.15,38.23,410.91999999999996,32.42999999999995,341.44,
General Insuranc,45374.94,223.17,45151.770000000004,38408.79000000001,6685.88,15.78
Kaarya Facilit.,29.18,25.91,3.2699999999999996,6.56,-5.06,-40.61
Sheetal Cool,352.71,20.39,332.32,288.83,20.84,19.66
Nippon Life Ind.,2035.65,336.02,1699.63,313.46000000000004,1107.32,36.24
Mahindra Logis.,5505.97,404.7,5101.27,4870.030000000001,-53.09,3.03
New India Assura,43518.48,3740.91,39777.57000000001,38380.57000000001,1120.43,5.2
IFGL Refractori.,1639.49,250.29,1389.2,1234.83,81.67,9.03
Khadim India,614.9,72.16,542.74,471.8,6.28,7.22
5Paisa Capital,394.57,89.5,305.07,195.0,54.44,13.35
HDFC Life Insur.,101481.8,3252.41,98229.39,97776.92,1574.08,6.61
Sanghvi Brands,9.13,5.24,3.8900000000000006,4.040000000000001,0.5,15.96
Aspira Pathlab,13.2,6.2,6.999999999999999,8.18,-2.67,-13.19
Dynamic Cables,768.0,27.95,740.05,662.77,37.77,24.12
Ratnabhumi Dev.,0.51,1.08,-0.5700000000000001,-16.349999999999998,0.31,8.48
Shalby,933.75,155.44,778.31,601.28,83.5,11.75
Future Supply,546.81,74.76,472.04999999999995,384.78,-685.32,5.99
Diggi Multitrade,0.0,0.02,-0.02,0.26,-0.27,-2.83
Astron Paper,310.79,15.1,295.69,292.63,-8.78,-0.72
Rithwik Facility,36.39,5.56,30.830000000000002,26.98,2.64,20.64
Jhandewala Foods,26.47,1.04,25.43,28.47,24.22,100.84
Apollo Micro Sys,371.63,16.81,354.82,270.95,31.67,12.53
Amber Enterp.,6729.27,257.24,6472.030000000001,5982.500000000001,139.47,10.14
CRP Risk Mgt.,13.05,0.12,12.930000000000001,11.980000000000002,0.04,0.07
Tirupati Foam,103.99,1.49,102.5,93.5,2.1,
Kenvi Jewels,121.41,0.89,120.52,119.08999999999999,0.66,7.22
Indian Wood Prod,191.74,21.04,170.70000000000002,156.49,3.66,2.95
Tasty Dairy,70.96,1.59,69.36999999999999,102.01999999999998,-30.68,-3.36
Aster DM Health.,3698.9,675.93,3022.9700000000003,2456.36,211.56,4.28
Kanco Tea,76.52,41.21,35.309999999999995,40.989999999999995,-8.84,-5.82
H.G. Infra Engg.,5378.48,289.07,5089.41,4027.62,538.59,24.08
Inflame Applian.,92.44,10.83,81.61,73.73,1.05,6.93
Shreeshay Engi.,18.13,0.07,18.06,16.759999999999998,1.09,6.45
Bharat Dynamics,2369.28,600.01,1769.2700000000002,1232.7200000000003,612.72,24.23
Bandhan Bank,18869.62,3542.92,15326.699999999999,6004.4299999999985,2229.56,7.54
Hind.Aeronautics,30380.84,5276.24,25104.6,15365.669999999998,7595.04,38.9
KBC Global,108.23,2.77,105.46000000000001,155.08,-52.46,-0.45
Benara Bearings,15.05,2.83,12.22,10.67,-3.13,-2.39
ICICI Securities,5049.21,874.51,4174.7,803.1999999999998,1696.69,19.74
Orissa Bengal,332.8,4.85,327.95,321.03999999999996,3.69,7.08
Taylormade Renew,46.9,1.73,45.17,29.07,10.61,67.14
Dr Lalchand. Lab,4.81,1.06,3.7499999999999996,2.3699999999999997,0.62,6.53
Orient Electric,2812.12,258.88,2553.24,2408.9199999999996,75.27,14.08
Dhruv Consultanc,81.5,22.73,58.769999999999996,44.92999999999999,5.89,12.09
Indo US Bio-Tech,72.84,1.17,71.67,60.88,8.25,14.4
Indostar Capital,1392.98,270.71,1122.27,276.63,115.84,8.35
Milestone Furn.,0.0,0.0,0.0,0.15,-0.63,-2.44
Parvati Sweetner,80.58,3.14,77.44,66.49,1.43,4.5
Megastar Foods,254.06,7.18,246.88,234.18,6.16,9.76
Innovators,215.11,23.86,191.25,162.82,15.26,16.82
Unifinz Capital,29.8,5.75,24.05,21.16,-1.14,9.45
Affordable Robo.,150.07,22.78,127.28999999999999,114.55,6.07,12.65
Nakoda Group,47.12,1.09,46.029999999999994,45.63999999999999,-2.12,-1.81
Waa Solar,26.69,2.06,24.630000000000003,6.450000000000003,6.63,3.37
Adani Green,9220.0,79.0,9141.0,1823.0,1260.0,9.81
Unick Fix-A-Form,55.81,9.94,45.870000000000005,38.120000000000005,1.96,9.65
Gayatri Highways,1.72,0.08,1.64,9.0,-441.12,118.51
Rites,2452.85,492.43,1960.4199999999998,1316.2799999999997,495.2,24.76
Hi-Tech Winding,0.0,0.0,0.0,0.02,0.0,0.0
Raw Edge Indust.,44.97,2.74,42.23,39.089999999999996,-0.59,3.24
HDFC AMC,2584.37,353.46,2230.91,269.42999999999984,1945.88,37.72
Vivanta Indust.,37.24,0.42,36.82,35.37,1.04,5.52
CreditAcc. Gram.,5166.67,669.43,4497.24,780.4499999999998,1445.93,14.74
Amin Tannery,47.09,3.66,43.43000000000001,40.49000000000001,0.36,5.03
Deep Polymers,105.28,5.13,100.15,87.65,7.12,9.49
Sungold Media,0.84,0.45,0.38999999999999996,0.31999999999999995,0.03,0.26
Space Incubatric,0.0,0.2,-0.2,0.15999999999999998,0.03,0.44
Synergy Green,326.31,27.84,298.47,259.19000000000005,11.56,22.66
Ranjeet Mechatr.,16.89,0.67,16.22,14.579999999999998,0.13,5.84
Ircon Intl.,12330.91,326.8,12004.11,11079.980000000001,929.51,18.54
Sky Gold,1745.48,13.5,1731.98,1654.73,40.48,18.69
Manorama Indust.,457.08,19.53,437.54999999999995,364.03,40.11,13.38
AAVAS Financiers,2017.5,355.91,1661.59,178.91999999999985,490.69,9.91
Garden Reach Sh.,3592.64,348.93,3243.71,3009.59,357.27,28.42
Dolfin Rubbers,125.94,15.83,110.11,101.38,4.75,19.07
AKI India,64.84,2.69,62.150000000000006,59.64000000000001,1.36,6.0
S.M. Gold,62.25,0.99,61.26,59.839999999999996,1.19,6.89
BCPL Railway,87.93,5.26,82.67,75.07000000000001,5.36,8.77
Adani Total Gas,4474.74,67.11,4407.63,3303.91,667.5,21.2
Phosphate Co,114.96,4.35,110.61,103.42,2.02,5.98
Techno Elec.Engg,1502.38,46.15,1456.23,1246.82,268.46,16.5
Roni Households,7.68,0.02,7.66,6.95,0.58,6.97
Sh. Krish. Infr.,0.87,0.43,0.44,0.35,0.03,0.35
Diksha Greens,0.0,0.09,-0.09,0.08000000000000002,-2.97,
Aryan Share,0.39,0.38,0.010000000000000009,0.99,0.51,3.54
Dalmia BharatLtd,14691.0,871.0,13820.0,11181.0,853.0,6.71
Nila Spaces,90.71,2.86,87.85,76.99,13.42,17.09
Deccan Healthcar,59.73,3.41,56.31999999999999,52.559999999999995,1.52,2.55
KPI Green Energy,1023.9,14.44,1009.4599999999999,672.6199999999999,161.66,21.63
SPA CAPT SER,21.08,2.46,18.619999999999997,17.919999999999998,0.65,1.44
Ritco Logistics,933.3,22.24,911.06,834.53,34.09,16.99
The Anup Enginee,550.38,30.96,519.42,392.66999999999996,103.48,23.89
India Infr Trust,2744.02,34.56,2709.46,676.81,546.08,8.3
Ashapuri Gold,165.07,3.63,161.44,151.82,7.43,11.57
Aartech Solonics,32.74,4.43,28.310000000000002,27.840000000000003,1.32,9.37
Humming Bird Edu,5.51,1.54,3.9699999999999998,4.04,0.04,5.37
Embassy Off.REIT,3815.74,58.28,3757.4599999999996,773.2099999999996,964.03,5.41
Rail Vikas,21732.58,184.18,21548.4,20202.24,1462.95,18.7
Metropolis Healt,1207.71,275.78,931.9300000000001,649.3500000000001,128.46,15.45
Polycab India,18039.44,610.23,17429.21,14937.41,1802.92,31.33
Evans Electric,20.67,4.06,16.610000000000003,10.200000000000003,5.07,44.39
Artemis Electri.,69.88,0.82,69.06,56.08,12.51,9.26
Mahesh Developer,0.0,0.02,-0.02,1.03,-0.53,3.01
Dhanashree Elect,82.43,2.84,79.59,75.72,3.91,12.51
Prakash Pipes,669.35,34.62,634.73,527.37,89.64,32.69
Indiamart Inter.,1196.78,544.86,651.92,360.96,333.95,23.93
Seacoast Ship.,374.16,1.67,372.49,337.37,20.29,28.33
Spandana Sphoort,2299.76,450.94,1848.8200000000002,412.84000000000015,467.88,14.14
Sterling & Wils.,3035.37,211.27,2824.1,2846.67,-210.79,2.83
Novateor Resear.,1.21,0.32,0.8899999999999999,1.22,0.03,0.92
360 ONE,2920.91,689.82,2231.0899999999997,526.2399999999998,804.21,14.47
IIFL Securities,2161.28,457.04,1704.2400000000002,829.8400000000003,513.34,34.77
Mufin Green,97.8,16.95,80.85,13.049999999999997,16.06,10.48
Misquita Engg.,10.07,0.51,9.56,9.73,-0.29,-1.89
Galactico Corpo.,22.63,3.49,19.14,16.57,2.06,7.27
I R C T C,4270.18,289.05,3981.13,2514.94,1111.26,53.77
Gensol Engineer.,963.1,40.86,922.24,694.64,53.46,14.56
Vishwaraj Sugar,549.7,20.65,529.0500000000001,462.86000000000007,14.5,8.48
Greenpanel Inds.,1567.25,141.26,1425.99,1178.98,142.68,12.89
Anuroop Packagin,27.85,1.84,26.01,19.650000000000002,4.08,18.29
Colab Cloud,1.59,0.1,1.49,0.3799999999999999,1.79,8.5
CSB Bank,2927.54,714.71,2212.83,584.55,566.82,7.77
Ujjivan Small,5677.16,1183.18,4493.98,1310.8599999999997,1281.5,12.26
Easun Capital Ma,0.71,0.11,0.6,0.19,0.71,3.24
Prince Pipes,2568.75,147.69,2421.06,2113.64,182.5,14.99
Valencia Nutrit.,1.34,0.44,0.9000000000000001,2.5100000000000002,-1.38,-88.82
Assam Entrade,7.27,0.46,6.81,4.26,1.34,4.02
Gian Lifecare,13.12,0.91,12.209999999999999,6.029999999999999,4.3,
Artemis Medicare,845.23,133.59,711.64,583.27,49.15,13.64
Janus Corporatio,38.9,0.35,38.55,37.87,0.37,3.5
Universus Photo,32.45,2.3,30.150000000000002,254.78,-196.35,-19.56
SBI Cards,16985.69,570.84,16414.85,10888.859999999999,2407.88,12.54
Cospower Engine.,22.29,2.18,20.11,16.88,0.11,8.39
Hitachi Energy,5237.49,490.15,4747.34,4398.37,163.78,17.18
DJ Mediaprint,57.04,3.38,53.66,39.8,5.04,18.96
Nirmitee Robotic,6.02,1.69,4.33,4.78,-0.97,-9.1
Regis Industries,15.42,0.06,15.36,16.29,-0.93,-4.04
Borosil,942.25,86.6,855.65,722.9399999999999,65.87,11.17
Mindspace Busine,2458.9,29.8,2429.1,660.8,561.2,6.52
Suratwwala Busi.,72.01,1.04,70.97,32.41,27.79,54.99
Max Healthcare,5406.02,934.4,4471.620000000001,2979.500000000001,1057.64,16.01
Max India Ltd,175.63,78.2,97.42999999999999,151.93,-56.38,-7.92
Data Infr.Trust,12877.5,133.5,12744.0,7903.2,1119.2,7.9
Samrat Forgings,162.03,22.06,139.97,126.96,2.97,10.27
Advait Infratech,208.85,9.69,199.16,163.03,21.88,37.86
Archidply Decor,47.25,4.87,42.38,38.940000000000005,0.03,4.13
Cams Services,1136.52,398.14,738.38,233.5,350.98,48.39
Angel One,4271.68,556.46,3715.2200000000003,2023.7100000000003,1125.53,38.69
Atam Valves,52.6,7.46,45.14,35.35,5.83,24.11
Mazagon Dock,9466.58,896.55,8570.03,7158.420000000001,1936.97,44.14
UTI AMC,1736.96,439.33,1297.63,264.23,802.03,22.58
G M Polyplast,92.02,3.02,89.0,77.66,7.09,37.46
Likhitha Infra.,422.09,34.7,387.39,294.64,66.03,32.55
Veer Global Inf.,15.41,0.53,14.88,13.16,1.46,6.57
Hemisphere Prop,0.52,0.42,0.10000000000000003,13.36,-9.82,-1.37
Equitas Sma. Fin,5486.4,1368.83,4117.57,1446.4799999999996,798.96,10.35
TARC Ltd,111.45,13.47,97.98,51.42,-77.05,1.85
Ravinder Heights,0.62,2.35,-1.73,7.1899999999999995,-2.15,-0.75
Mrs Bectors,1623.95,218.24,1405.71,1163.27,140.36,25.34
Antony Waste han,872.89,268.0,604.89,426.59,99.89,13.9
Rita Finance and,1.21,0.1,1.1099999999999999,0.5199999999999999,0.4,3.79
Indigo Paints,1254.86,92.33,1162.53,929.8299999999999,148.65,23.25
Home First Finan,1156.51,149.12,1007.39,92.77999999999997,305.72,11.25
Stove Kraft,1364.33,166.56,1197.77,1078.96,34.14,10.74
Brookfield India,1780.48,42.84,1737.64,484.49,-3.86,4.8
SMC Global Sec.,1642.5,299.86,1342.6399999999999,913.2799999999999,188.28,17.99
Railtel Corpn.,2567.82,204.53,2363.29,1899.42,246.21,20.3
Davangere Sugar,216.53,8.46,208.07,162.75,12.24,6.86
MTAR Technologie,580.03,95.15,484.88,373.21,56.27,11.7
Easy Trip Plann.,590.58,82.15,508.43000000000006,298.74000000000007,103.47,40.14
Knowledge Marine,163.58,4.54,159.04000000000002,109.17000000000002,33.0,29.18
Kalyan Jewellers,18548.29,606.37,17941.920000000002,16629.260000000002,596.29,13.4
Suryoday Small,1588.7,360.82,1227.88,533.2300000000001,215.96,9.6
Nazara Technolo.,1138.28,186.0,952.28,854.68,74.75,5.93
Suvidhaa Info.,7.61,3.81,3.8000000000000003,10.35,-16.13,-24.79
EKI Energy,258.85,33.74,225.11,354.65,-124.77,-23.96
Rajeshwari Cans,34.58,4.57,30.009999999999998,27.189999999999998,1.33,15.78
Macrotech Devel.,10316.1,471.2,9844.9,7182.099999999999,1554.2,11.11
Deep Industries,426.99,48.17,378.82,212.31,125.16,10.26
Kuberan Global,0.96,0.22,0.74,0.44,-0.02,-0.74
Powergrid Infra.,945.4,0.0,945.4,-119.90999999999997,1022.99,12.83
Inox Wind Energy,1746.3,109.42,1636.8799999999999,1374.9899999999998,-91.25,4.15
Navoday Enterpri,11.41,0.2,11.21,10.65,0.33,5.33
Dodla Dairy,3125.47,136.04,2989.43,2699.1499999999996,166.74,22.08
Krishna Institu.,2498.14,422.37,2075.77,1435.6100000000001,336.01,16.71
Adeshwar Meditex,79.85,1.76,78.08999999999999,72.91,2.01,9.55
G R Infraproject,8980.15,665.42,8314.73,6192.429999999999,1322.97,17.0
Zomato Ltd,12114.0,1659.0,10455.0,10413.0,351.0,1.77
Gretex Corporate,138.37,7.27,131.1,82.35999999999999,39.67,59.89
Rolex Rings,1221.76,84.35,1137.41,875.44,156.04,28.08
Krsnaa Diagnost.,590.02,97.57,492.45,346.28999999999996,58.56,10.1
Epigral,1929.19,89.65,1839.54,1358.28,195.79,17.49
Cartrade Tech,489.95,246.06,243.89,164.48999999999998,19.98,4.79
Nuvoco Vistas,10732.89,681.77,10051.119999999999,8427.41,147.37,5.47
Aptus Value Hou.,1365.18,148.92,1216.26,77.59999999999991,611.9,14.67
Sharpline Broadc,31.49,1.61,29.88,27.869999999999997,1.54,6.33
Aashka Hospitals,22.87,3.48,19.39,14.940000000000001,2.36,4.67
Vijaya Diagnost.,547.81,90.22,457.5899999999999,236.6899999999999,119.64,21.56
Prevest Denpro,56.44,9.54,46.9,27.07,16.12,26.53
Markolines Pavem,347.29,23.56,323.73,291.96000000000004,17.3,26.56
SBL Infratech,0.34,0.04,0.30000000000000004,0.19000000000000006,0.1,2.83
Paras Defence,253.5,30.9,222.6,171.6,30.03,9.8
Getalong Enterp.,1.7,0.27,1.43,0.17999999999999994,-1.9,9.31
Shri Venkatesh,575.23,0.56,574.6700000000001,545.2400000000001,15.03,20.11
Aditya AMC,1353.19,320.76,1032.43,271.44000000000005,780.36,34.88
Promax Power,60.26,0.6,59.66,56.349999999999994,1.37,14.59
Samor Reality,0.06,0.49,-0.43,-1.11,-0.3,1.43
CWD,21.26,2.72,18.540000000000003,12.940000000000003,1.13,10.34
National High,943.91,11.57,932.3399999999999,200.45999999999992,294.2,2.71
Fino Payments,150.05,177.37,-27.319999999999993,1135.8100000000002,86.22,8.68
SJS Enterprises,627.8,70.77,557.03,404.81999999999994,85.38,21.91
Suyog Gurbaxani,63.12,4.99,58.129999999999995,43.01,5.59,19.63
One 97,9977.8,4589.2,5388.599999999999,6560.199999999999,-1422.4,-10.19
Tarsons Products,296.39,44.27,252.11999999999998,152.30999999999997,42.64,
DMR Hydroengg.,7.02,2.99,4.029999999999999,2.0099999999999993,1.54,33.81
Star Health Insu,14022.37,1612.17,12410.2,11285.41,845.01,17.21
Tega Inds.,1492.71,219.86,1272.85,956.8799999999999,193.86,19.17
Anand Rathi Wea.,751.83,322.48,429.35,98.05000000000001,225.82,50.74
Zodiac Energy,220.06,6.31,213.75,194.79,10.97,22.52
Shriram Properti,864.53,86.05,778.48,698.08,75.38,10.3
Jet Freight,401.25,22.82,378.43,372.42,0.17,4.63
Metro Brands,2356.7,227.95,2128.75,1429.1799999999998,415.47,19.65
Data Pattern,519.8,98.99,420.80999999999995,199.18999999999994,181.69,20.14
Clara Industries,12.68,0.28,12.4,5.95,4.2,45.91
Brandbucket Med.,34.22,0.32,33.9,31.84,0.85,
